,location,floor,floors_count,rooms_count,total_meters,price,year_of_construction,living_meters,kitchen_meters,district,underground,price_per_meter
9356,Москва,1,8,1,23.3,4200000,2023,18.0,2.0,Москва,Новомосковская,180257
9358,Москва,1,8,1,20.0,4350000,2023,15.0,2.0,Москва,Новомосковская,217500
9361,Москва,2,21,1,21.0,4650000,2016,19.0,2.0,Москва,Остафьево,221428
9362,Москва,2,12,3,100.0,35990000,2023,50.3,15.5,Даниловский,Автозаводская,359900
9364,Москва,4,11,3,98.0,36300000,2022,56.0,17.0,Останкинский,Алексеевская,370408
9366,Москва,11,19,3,75.0,37000000,2019,66.1,8.9,Пресненский,Белорусская,493333
9368,Москва,17,20,3,75.0,39400000,2011,61.0,14.0,Тропарево-Никулино,Мичуринский проспект,525333
9369,Москва,2,6,3,87.0,39999990,1949,57.4,11.0,Беговой,Белорусская,459770
9370,Москва,5,28,3,86.0,39900000,1999,66.0,10.0,Можайский,Рабочий посёлок,463953
9372,Москва,23,73,2,218.9,133267706,2009,150.0,30.0,Пресненский,Деловой центр,608806
9375,Москва,3,10,2,35.2,7719007,2026,11.6,14.5,Москва,Толстопальцево,219289
9376,Москва,11,17,3,66.3,35900000,2022,27.0,21.0,Даниловский,Технопарк,541478
9378,Москва,13,14,3,70.9,39200000,2023,41.7,6.2,Раменки,Минская,552891
9379,Москва,12,18,3,101.3,39950000,2024,45.8,31.7,Даниловский,Автозаводская,394373
9380,Москва,10,16,4,93.6,25940491,2024,57.0,12.9,Москва,Новомосковская,277141
9385,Москва,2,21,1,20.8,4700000,2016,18.8,2.0,Москва,Остафьево,225961
9387,Москва,2,27,1,18.0,4800000,2018,12.0,2.0,Некрасовка,Некрасовка,266666
9388,Москва,1,7,1,20.6,4950000,2020,15.0,2.0,Москва,Филатов Луг,240291
9389,Москва,1,10,1,19.0,5100000,1998,17.0,2.0,Южное Бутово,Бунинская аллея,268421
9391,Москва,1,19,1,30.0,5200000,2013,24.0,3.0,Молжаниновский,Подрезково,173333
9393,Москва,7,8,1,22.0,5299000,2022,16.0,4.0,Москва,Санино,240863
9395,Москва,2,17,1,18.0,5300000,2019,16.0,2.0,Некрасовка,Некрасовка,294444
9397,Москва,1,18,1,20.0,5490000,2015,16.0,4.0,Москва,Щербинка,274500
9398,Москва,2,13,1,20.0,5500000,2016,12.0,3.0,Москва,Ольховая,275000
9400,Москва,2,19,1,24.0,5500000,2019,14.0,3.0,Некрасовка,Некрасовка,229166
9404,Москва,2,16,1,21.4,5700000,2024,16.4,5.0,Москва,Филатов Луг,266355
9405,Москва,7,7,1,22.7,5700000,2020,11.7,6.0,Москва,Санино,251101
9409,Москва,1,14,1,17.2,5900000,1994,9.2,3.0,Богородское,Бульвар Рокоссовского,343023
9410,Москва,1,7,1,24.0,5980000,2020,12.0,5.0,Москва,Санино,249166
9411,Москва,8,15,1,22.1,5900000,2023,10.6,4.3,Москва,Силикатная,266968
9413,Москва,4,16,1,18.0,6000000,2023,15.0,3.0,Москва,Потапово,333333
9414,Москва,15,20,3,79.0,45000000,2007,69.0,10.0,Пресненский,Москва-Сити,569620
9415,Москва,9,12,3,85.1,45300000,1953,49.5,16.3,Таганский,Таганская,532314
9417,Москва,9,17,3,72.0,44500000,2022,40.0,19.5,Беговой,Белорусская,618055
9420,Москва,10,20,3,98.0,54700000,2022,47.0,15.0,Алексеевский,Алексеевская,558163
9421,Москва,27,28,3,113.2,54900000,2021,88.2,25.0,Лефортово,Авиамоторная,484982
9425,Москва,8,9,2,43.4,8633822,2025,19.6,18.6,Москва,Улица Горчакова,198935
9427,Москва,13,23,3,96.0,45900000,2008,54.1,11.2,Басманный,Бауманская,478125
9428,Москва,15,40,3,86.1,46000000,2023,45.2,21.9,Даниловский,ЗИЛ,534262
9429,Москва,14,33,4,93.5,32846114,2027,66.4,27.1,Войковский,Балтийская,351295
9432,Москва,3,35,4,92.4,33576108,2025,59.2,8.3,Левобережный,Речной вокзал,363377
9433,Москва,21,21,4,165.6,35600589,2023,62.7,17.1,Южное Бутово,Бульвар Адмирала Ушакова,214979
9436,Москва,8,14,1,25.4,6000000,2023,13.0,3.2,Москва,Крёкшино,236220
9439,Москва,2,6,1,27.0,6100000,2021,22.0,3.0,Москва,Филатов Луг,225925
9440,Москва,6,9,1,19.2,6100000,2022,10.0,2.1,Москва,Потапово,317708
9443,Москва,1,9,1,19.7,6150000,2023,10.7,4.0,Москва,Филатов Луг,312182
9444,Москва,5,14,1,24.37,6200000,2023,9.8,6.4,Москва,Санино,254411
9445,Москва,3,12,1,23.0,6200000,2023,13.0,3.0,Москва,Силикатная,269565
9446,Москва,1,9,1,24.0,6240000,2014,16.0,3.0,Москва,Бачуринская,260000
9447,Москва,12,16,1,28.0,6250000,2013,20.0,4.0,Москва,Апрелевка,223214
9450,Москва,4,13,1,26.5,6300000,2022,14.0,4.4,Москва,Силикатная,237735
9451,Москва,8,15,1,23.0,6300000,2022,11.1,3.1,Москва,Новомосковская,273913
9452,Москва,4,13,1,24.9,6399000,2022,14.0,4.0,НАО (Новомосковский),Москва,256987
9453,Москва,10,13,1,24.0,6400000,2020,19.0,5.0,Москва,Кедровая,266666
9454,Москва,13,17,1,28.0,6499999,2022,17.0,6.0,Москва,Ватутинки,232142
9457,Москва,6,16,1,20.0,6500000,2022,16.0,4.0,Москва,Силикатная,325000
9458,Москва,1,9,1,25.0,6500000,2014,17.0,3.0,Москва,Бачуринская,260000
9460,Москва,3,4,1,28.8,6500000,2021,20.0,8.0,Москва,Филатов Луг,225694
9462,Москва,4,6,1,28.0,6500000,2021,14.0,5.0,Москва,Филатов Луг,232142
9465,Москва,2,14,1,27.6,6500000,2021,18.0,3.0,Москва,Щербинка,235507
9466,Москва,9,12,1,22.4,6500000,2022,10.6,10.6,Москва,Силикатная,290178
9468,Москва,13,14,1,25.0,6600000,2023,10.0,5.0,Москва,Крёкшино,264000
9469,Москва,3,12,1,26.0,6600000,2023,12.0,4.0,Москва,Щербинка,253846
9470,Москва,1,6,1,30.0,6600000,2021,19.0,2.0,Москва,Филатов Луг,220000
9471,Москва,4,18,1,23.8,6600000,2019,14.0,6.0,Москва,Новомосковская,277310
9473,Москва,5,19,3,97.36,65000000,2018,77.36,20.0,Хорошево-Мневники,Шелепиха,667625
9474,Москва,11,12,3,108.2,66000000,2022,100.2,8.0,Аэропорт,Динамо,609981
9475,Москва,15,78,3,92.0,66500000,2020,76.0,10.0,Пресненский,Москва-Сити,722826
9476,Москва,5,6,3,124.0,66890000,1910,70.0,22.0,Тверской,Пушкинская,539435
9480,Москва,3,20,3,131.8,75000000,2006,115.80000000000001,16.0,Якиманка,Октябрьская,569044
9481,Москва,5,9,2,43.2,9052858,2025,16.8,16.8,Москва,Бунинская аллея,209556
9482,Москва,8,10,2,48.0,9097630,2026,21.7,12.3,Москва,Толстопальцево,189533
9483,Москва,6,9,2,43.0,9048459,2026,11.9,15.2,Москва,Толстопальцево,210429
9484,Москва,9,17,2,52.79,9058936,2025,20.6,18.8,Москва,Филатов Луг,171603
9485,Москва,2,9,2,40.2,9347622,2025,12.4,17.4,Москва,Бунинская аллея,232527
9486,Москва,9,9,3,88.7,75000000,1943,58.7,30.0,Дорогомилово,Киевская,845546
9487,Москва,23,23,4,159.7,36844754,2023,57.7,20.1,Южное Бутово,Бульвар Адмирала Ушакова,230712
9488,Москва,2,31,4,90.3,37474500,2024,70.8,14.5,Марфино,Владыкино,415000
9489,Москва,3,17,4,95.8,37360215,2025,51.6,21.7,Басманный,Электрозаводская,389981
9490,Москва,7,16,1,23.0,6700000,2018,13.0,10.0,Москва,Новомосковская,291304
9491,Москва,13,13,1,18.0,6700000,2023,10.0,3.0,Москва,Потапово,372222
9494,Москва,1,9,1,26.0,6760000,2014,18.0,3.0,Москва,Бачуринская,260000
9495,Москва,7,18,1,20.0,6790000,2020,12.0,7.0,Некрасовка,Некрасовка,339500
9496,Москва,9,14,1,20.0,6750000,2022,17.0,3.0,Москва,Потапово,337500
9497,Москва,1,12,1,27.0,6750000,2012,23.0,3.0,Москва,Новомосковская,250000
9498,Москва,6,9,1,16.2,6800000,2019,7.2,4.0,Головинский,Грачёвская,419753
9499,Москва,14,14,1,27.6,6800000,2018,15.5,4.0,Москва,Новомосковская,246376
9500,Москва,5,21,1,21.0,6800000,2023,8.6,6.0,Южное Бутово,Бунинская аллея,323809
9503,Москва,12,14,1,24.5,6800000,2023,18.0,6.5,Москва,Кокошкино,277551
9504,Москва,11,11,1,25.8,6900000,2020,16.8,4.0,Москва,Щербинка,267441
9505,Москва,12,15,1,18.13,6900000,2019,11.7,2.3,Москва,Новомосковская,380584
9506,Москва,4,15,1,22.7,6900000,2023,9.2,5.8,Москва,Кокошкино,303964
9507,Москва,1,22,1,25.2,6900000,2022,12.5,5.6,Москва,Саларьево,273809
9509,Москва,7,17,1,24.0,6950000,2021,20.0,4.0,Москва,Новомосковская,289583
9510,Москва,9,13,1,28.0,6990000,2021,24.0,4.0,Москва,Силикатная,249642
9512,Москва,7,7,1,26.5,7070000,2017,20.5,6.0,Москва,Санино,266792
9513,Москва,13,16,1,28.0,7000000,2023,16.0,4.5,Москва,Филатов Луг,250000
9514,Москва,2,6,1,23.0,7000000,2019,15.0,5.0,Москва,Новомосковская,304347
9516,Москва,9,21,1,22.3,7000000,2024,13.0,5.3,Южное Бутово,Бунинская аллея,313901
9519,Москва,8,24,1,23.1,7100000,2024,20.1,3.0,Южное Бутово,Бунинская аллея,307359
9520,Москва,7,25,1,27.7,7100000,2024,18.6,3.6,Люблино,Перерва,256317
9522,Москва,13,16,1,28.0,7100000,2022,20.0,5.0,Москва,Ольховая,253571
9523,Москва,14,17,1,21.5,7100000,2023,15.5,6.0,Южное Бутово,Щербинка,330232
9524,Москва,5,15,1,27.7,7200000,2023,5.7,17.0,Москва,Санино,259927
9525,Москва,10,12,1,30.0,7200000,2021,11.0,11.0,Москва,Новомосковская,240000
9527,Москва,18,25,1,25.5,7200000,2019,11.1,7.2,Москва,Новомосковская,282352
9529,Москва,14,17,1,21.5,7150000,2023,16.0,5.5,Южное Бутово,Щербинка,332558
9532,Москва,24,30,3,177.0,96000000,2008,118.0,11.0,Очаково-Матвеевское,Славянский бульвар,542372
9534,Москва,11,13,3,141.3,98000000,2016,120.50000000000001,20.8,Пресненский,Маяковская,693559
9536,Москва,43,43,3,167.0,99900000,2025,127.0,40.0,Хорошево-Мневники,Шелепиха,598203
9537,Москва,3,6,3,139.0,129000000,2005,119.0,20.0,Тверской,Трубная,928057
9540,Москва,3,20,2,34.8,9570000,2024,27.1,2.7,Северный,Новодачная,275000
9541,Москва,17,22,2,41.4,9600000,2023,23.0,12.1,Москва,Новомосковская,231884
9542,Москва,4,19,2,49.6,9575369,2025,24.3,10.8,Москва,Бунинская аллея,193051
9543,Москва,14,23,2,37.0,9576498,2025,20.5,7.2,Москва,Новомосковская,258824
9544,Москва,12,16,2,32.17,9703460,2027,20.1,5.0,Бирюлево Восточное,Орехово,301630
9545,Москва,3,21,3,99.0,99000000,2023,60.0,22.4,Пресненский,Улица 1905 года,1000000
9546,Москва,16,26,4,105.9,42201150,2025,55.8,18.3,Лефортово,Римская,398500
9547,Москва,2,16,4,104.3,42053329,2025,42.7,23.8,Сокол,Октябрьское поле,403195
9549,Москва,26,29,4,115.41,42132599,2023,105.50999999999999,9.9,Можайский,Рабочий посёлок,365068
9552,Клин,4,6,2,44.0,3950000,1962,27.0,6.5,Клин,Клин,89772
9553,Клин,1,5,2,42.1,5899999,2016,26.0,6.0,Клин,Речной вокзал,140142
9555,Клин,5,5,3,60.7,5400000,1978,45.0,8.0,Клин,Клин,88962
9556,Клин,3,5,3,56.5,4500000,1969,40.0,6.0,Клин,Клин,79646
9559,Клин,3,5,2,45.0,5099999,1965,39.0,6.0,Клин,Клин,113333
9560,Клин,4,9,1,32.5,4200000,1977,16.0,7.0,Клин,Клин,129230
9562,Клин,9,16,1,31.0,4300000,2017,21.0,5.0,Клин,Клин,138709
9565,Клин,6,9,1,41.0,4700000,2019,16.0,10.0,Клин,Клин,114634
9566,Клин,2,5,2,42.2,4900000,1964,27.0,6.0,Клин,Клин,116113
9571,Клин,4,4,2,40.0,4000000,1961,27.0,6.0,Клин,Клин,100000
9573,Клин,3,4,3,94.0,12000000,1955,82.0,12.0,Клин,Клин,127659
9575,Клин,4,10,3,81.7,10990000,2008,49.3,9.6,Клин,Клин,134516
9579,Клин,7,10,1,43.4,6300000,2021,23.0,9.0,Клин,Клин,145161
9580,Клин,6,9,1,32.2,4600000,1979,20.0,6.0,Клин,Клин,142857
9581,Клин,1,5,2,43.8,3990000,1968,28.0,6.0,Клин,Клин,91095
9583,Клин,2,5,2,41.3,3900000,1967,35.3,6.0,Клин,Клин,94430
9584,Клин,2,5,1,28.0,2680000,1971,16.0,5.0,Клин,Клин,95714
9585,Клин,9,10,1,41.7,6700000,2005,29.700000000000003,12.0,Клин,Клин,160671
9589,Клин,4,5,2,45.5,4650000,1968,29.4,5.6,Клин,Клин,102197
9590,Клин,3,4,2,42.0,4500000,1964,30.0,6.0,Клин,Клин,107142
9591,Клин,8,9,2,44.5,6150000,1982,26.0,6.5,Клин,Клин,138202
9592,Москва,5,7,1,52.7,17000000,2018,21.0,10.0,Басманный,Бауманская,322580
9596,Москва,3,15,1,54.0,14800000,2016,30.0,12.0,Москва,Говорово,274074
9598,Москва,10,13,3,80.2,46516000,2022,51.6,23.6,Замоскворечье,Павелецкая,580000
9599,Москва,3,25,3,131.2,51900000,2005,79.2,13.5,Очаково-Матвеевское,Матвеевская,395579
9600,Москва,10,13,3,103.6,62517091,2024,74.4,5.5,Даниловский,Тульская,603446
9605,Москва,7,41,3,91.2,80000000,2022,55.0,30.0,Хорошевский,Аэропорт,877192
9610,Москва,2,7,3,192.99,463176000,2026,58.1,19.2,Арбат,Арбатская,2400000
9613,Москва,5,21,3,117.0,115000000,2023,70.0,47.0,Пресненский,Улица 1905 года,982905
9615,Москва,8,8,3,86.0,46000000,1959,55.0,15.0,Замоскворечье,Павелецкая,534883
9617,Москва,7,15,2,46.5,23900000,2017,30.0,10.0,Хорошевский,ЦСКА,513978
9623,Москва,27,34,4,130.6,97362300,2028,89.9,8.7,Раменки,Парк Победы,745500
9624,Москва,2,6,4,176.5,360150000,2025,53.4,70.7,Басманный,Чистые пруды,2040509
9625,Москва,4,17,4,103.7,58020150,2024,67.1,5.8,Раменки,Ломоносовский проспект,559500
9626,Москва,6,9,4,83.4,29279905,2026,54.2,5.3,Головинский,Коптево,351077
9627,Москва,9,22,4,142.5,97669500,2025,70.3,7.9,Покровское-Стрешнево,Спартак,685400
9628,Москва,48,49,4,122.2,54941120,2025,38.3,40.6,Раменки,Мичуринский проспект,449600
9629,Москва,2,22,4,149.2,129650000,2026,64.5,33.4,Пресненский,Улица 1905 года,868967
9630,Москва,2,12,4,153.6,97689600,2026,58.0,26.8,Раменки,Мичуринский проспект,636000
9632,Москва,1,6,4,502.7,1127040000,2026,120.1,71.5,Хамовники,Кропоткинская,2241973
9635,Москва,2,17,3,72.6,43233300,2024,46.0,5.3,Раменки,Ломоносовский проспект,595500
9636,Москва,3,15,3,100.0,180000000,2022,46.4,10.0,Хамовники,Спортивная,1800000
9641,Москва,7,9,1,30.0,7300000,2021,26.0,3.8,Москва,Филатов Луг,243333
9643,Москва,11,17,1,21.4,7300000,2022,17.4,4.0,Москва,Потапово,341121
9646,Москва,2,17,1,28.5,7400000,2022,17.5,6.0,Москва,Ватутинки,259649
9650,Москва,3,25,1,26.0,7490000,2016,12.0,6.0,Москва,Новомосковская,288076
9652,Москва,2,4,1,27.0,7500000,2022,19.0,3.0,Москва,Филатов Луг,277777
9653,Москва,12,17,1,40.0,7500000,2018,35.0,5.0,Москва,Потапово,187500
9654,Москва,1,12,1,33.0,7590000,2012,25.0,3.0,Москва,Новомосковская,230000
9655,Москва,9,16,1,24.0,7599000,2023,13.0,6.0,Москва,Потапово,316625
9656,Москва,6,22,1,23.0,7500000,2022,15.0,5.0,Ховрино,Грачёвская,326086
9663,Москва,14,15,1,19.5,7600000,2023,8.0,5.1,Москва,Потапово,389743
9664,Москва,22,23,1,24.6,7600000,2023,15.0,6.0,Южное Бутово,Бунинская аллея,308943
9665,Москва,4,17,1,33.1,7600000,2019,18.0,5.0,Москва,Новомосковская,229607
9667,Москва,11,17,1,28.4,7600000,2022,17.0,4.1,Москва,Новомосковская,267605
9668,Москва,11,17,1,28.4,7700000,2022,17.0,4.1,Москва,Кедровая,271126
9670,Москва,9,18,1,26.0,7700000,2018,18.0,8.0,Десеновское поселение,Москва,296153
9672,Москва,9,17,1,38.7,7800000,2009,17.0,10.0,Москва,Новомосковская,201550
9673,Москва,11,22,1,24.0,7800000,2021,13.0,4.0,Москва,Филатов Луг,325000
9674,Москва,4,20,1,25.5,7800000,2023,15.0,5.0,Южное Бутово,Бунинская аллея,305882
9675,Москва,17,18,1,28.6,7800000,2017,23.6,5.0,Москва,Аэропорт Внуково,272727
9676,Москва,1,22,1,29.5,7800000,2022,16.4,5.3,Москва,Саларьево,264406
9677,Москва,6,19,1,22.0,7750000,2022,11.0,5.0,Москва,Прокшино,352272
9678,Москва,7,9,1,26.0,7800000,2022,15.0,5.0,Москва,Филатов Луг,300000
9682,Москва,2,13,3,120.0,160000000,2017,115.0,5.0,Пресненский,Улица 1905 года,1333333
9685,Москва,2,7,3,146.8,168820000,2007,107.00000000000001,39.8,Пресненский,Арбатская,1150000
9687,Москва,3,6,3,154.0,312783566,2006,114.0,25.0,Хамовники,Парк Культуры,2031062
9690,Москва,8,9,2,44.8,9900000,1976,30.0,6.0,Гольяново,Щёлковская,220982
9691,Москва,4,18,2,36.3,9931172,2026,17.7,13.6,Москва,Бунинская аллея,273586
9693,Москва,2,17,2,38.6,10073975,2025,17.2,16.4,Москва,Бунинская аллея,260983
9694,Москва,1,9,2,59.94,10081309,2025,30.7,14.1,Москва,Силикатная,168190
9695,Москва,13,22,3,175.66,170000000,2024,110.0,30.0,Пресненский,Краснопресненская,967778
9696,Москва,4,7,3,138.2,185859780,2016,70.0,20.0,Арбат,Арбатская,1344860
9703,Москва,17,17,1,19.7,7900000,2023,13.7,6.0,Москва,Потапово,401015
9704,Москва,12,16,1,18.2,7900000,2022,9.2,4.0,Москва,Потапово,434065
9705,Москва,8,19,1,28.0,7900000,2020,16.0,7.0,Некрасовка,Некрасовка,282142
9708,Москва,18,25,1,26.9,8000000,2024,17.8,3.0,Лианозово,Алтуфьево,297397
9709,Москва,3,12,1,23.0,8000000,2017,15.0,3.0,Москва,Бунинская аллея,347826
9711,Москва,2,16,1,28.1,8000000,2021,16.0,6.0,Москва,Бунинская аллея,284697
9713,Москва,5,12,1,21.7,8000000,2021,10.7,5.1,Москва,Бунинская аллея,368663
9715,Москва,10,12,1,30.0,8000000,2019,25.0,5.0,Москва,Филатов Луг,266666
9716,Москва,2,16,1,24.6,8000000,2022,15.0,4.0,Москва,Прокшино,325203
9721,Москва,1,12,1,35.0,8050000,2012,27.0,3.0,Москва,Новомосковская,230000
9722,Москва,7,10,1,34.5,8100000,2018,20.0,8.0,Москва,Бунинская аллея,234782
9724,Москва,6,9,1,20.0,8100000,2023,15.0,5.0,Москва,Потапово,405000
9725,Москва,16,17,1,21.5,8100000,2022,11.5,10.0,Москва,Бунинская аллея,376744
9726,Москва,9,15,1,19.7,8200000,2018,15.7,4.0,Москва,Саларьево,416243
9727,Москва,9,17,1,21.3,8200000,2024,10.7,5.0,Москва,Потапово,384976
9731,Москва,9,17,1,21.3,8200000,2023,10.0,5.0,Москва,Потапово,384976
9732,Москва,7,11,1,26.9,8200000,2017,18.1,2.3,Москва,Новомосковская,304832
9734,Москва,5,17,1,23.1,8250000,2023,10.1,8.0,Москва,Потапово,357142
9735,Москва,9,17,1,23.8,8290000,2022,12.3,3.0,Москва,Прокшино,348319
9738,Москва,5,20,1,33.0,8300000,2023,14.0,8.0,Бирюлево Восточное,Каспийская,251515
9747,Москва,8,9,3,80.8,10400000,2024,44.3,12.5,Москва,Крёкшино,128712
9749,Москва,3,10,3,62.3,10427279,2026,28.5,17.2,Москва,Толстопальцево,167372
9750,Москва,2,9,3,62.8,10439056,2026,25.7,19.0,Москва,Толстопальцево,166227
9751,Москва,6,9,3,56.7,10648838,2025,32.4,15.4,Москва,Бунинская аллея,187810
9752,Москва,2,9,3,56.8,11284000,2026,37.6,4.3,Москва,Кедровая,198661
9753,Москва,8,9,2,54.59,10262865,2025,26.3,13.3,Москва,Рассказовка,187998
9754,Москва,2,14,2,57.4,10283784,2025,28.8,13.9,Москва,Щербинка,179160
9755,Москва,4,8,2,38.8,10251234,2025,20.1,7.3,Москва,Новомосковская,264207
9757,Москва,6,15,2,44.32,10536314,2025,27.4,8.3,Москва,Солнцево,237732
9758,Москва,17,17,3,78.48,10625647,2025,41.3,12.5,Москва,Филатов Луг,135393
9759,Москва,2,9,3,58.7,11376000,2026,37.4,4.6,Москва,Кедровая,193798
9763,Москва,27,52,4,114.6,49195944,2024,74.9,5.0,Раменки,Раменки,429283
9765,Москва,6,25,1,21.6,8300000,2022,10.5,5.0,Люблино,Перерва,384259
9766,Москва,13,17,1,23.6,8300000,2019,10.3,5.9,Люблино,Люблино,351694
9767,Москва,6,14,1,23.6,8300000,2023,13.7,6.4,Москва,Бульвар Адмирала Ушакова,351694
9768,Москва,10,15,1,25.3,8399000,2019,19.0,3.0,Москва,Новомосковская,331976
9769,Москва,4,22,1,28.5,8300000,2021,19.5,5.4,Москва,Филатов Луг,291228
9770,Москва,2,25,1,26.7,8499999,2023,12.6,6.9,Люблино,Депо,318352
9771,Москва,1,12,1,38.0,8470000,2012,30.0,3.0,Москва,Новомосковская,222894
9775,Москва,1,25,1,23.0,8500000,2019,15.0,3.0,Москва,Потапово,369565
9776,Москва,11,24,1,26.4,8500000,2023,17.4,4.0,Митино,Митино,321969
9777,Москва,10,15,1,28.3,8500000,2022,12.7,5.8,Москва,Потапово,300353
9781,Москва,12,17,1,22.3,8500000,2019,18.0,4.0,Люблино,Люблино,381165
9782,Москва,7,25,1,25.0,8500000,2023,18.0,5.0,Митино,Митино,340000
9787,Москва,2,25,1,23.1,8550000,2023,16.0,7.1,Нижегородский,Нижегородская,370129
9788,Москва,7,14,1,24.5,8590000,2022,20.5,4.0,Москва,Потапово,350612
9789,Москва,7,8,1,23.0,8600000,2019,16.0,3.0,Москва,Новомосковская,373913
9790,Москва,20,25,1,25.0,8700000,2016,20.0,5.0,Москва,Ольховая,348000
9791,Москва,13,16,1,20.0,8700000,2021,14.0,6.0,Дмитровский,Лианозово,435000
9792,Москва,21,24,1,23.0,8700000,2024,12.3,4.1,Нижегородский,Нижегородская,378260
9793,Москва,8,15,1,25.4,8700000,2018,15.0,4.0,Москва,Новомосковская,342519
9794,Москва,8,27,1,30.6,8700000,2013,27.0,3.0,Москва,Новомосковская,284313
9796,Москва,16,25,1,26.8,8700000,2016,23.8,3.0,Москва,Новомосковская,324626
9797,Москва,14,23,1,21.3,8700000,2024,10.4,5.6,Текстильщики,Новохохловская,408450
9798,Москва,7,24,1,22.4,8750000,2024,5.7,11.7,Южное Бутово,Бунинская аллея,390625
9800,Москва,16,17,1,22.4,8799000,2022,15.0,5.0,Москва,Прокшино,392812
9802,Москва,15,23,1,22.5,8800000,2023,17.5,5.0,Солнцево,Солнцево,391111
9803,Москва,4,16,1,31.0,8800000,2021,25.0,6.0,Москва,Бунинская аллея,283870
9804,Москва,7,21,1,24.0,8800000,2023,12.0,4.0,Южное Бутово,Бунинская аллея,366666
9805,Москва,12,25,1,19.7,8800000,2019,15.0,3.0,Москва,Саларьево,446700
9806,Москва,5,25,1,19.6,8800000,2021,9.4,5.0,Кунцево,Павшино,448979
9807,Москва,3,9,1,23.7,8800000,2022,11.3,6.1,Москва,Филатов Луг,371308
9808,Москва,17,24,1,22.0,8900000,2024,15.0,7.0,Южное Бутово,Бунинская аллея,404545
9809,Москва,17,24,1,22.0,8900000,2024,15.0,7.0,Южное Бутово,Бунинская аллея,404545
9810,Москва,4,14,3,78.33,11884134,2025,41.5,12.5,Москва,Щербинка,151718
9811,Москва,2,15,3,50.26,11927019,2025,33.7,5.0,Москва,Солнцево,237306
9812,Москва,16,17,2,48.2,10642560,2026,21.8,16.6,Москва,Щербинка,220800
9813,Москва,3,17,2,39.7,10592516,2025,12.2,17.0,Москва,Бунинская аллея,266814
9814,Москва,12,12,2,35.9,10618251,2025,15.5,15.4,Москва,Новомосковская,295773
9815,Москва,5,12,2,53.42,10886398,2024,25.6,13.3,Москва,Щербинка,203788
9816,Москва,4,16,2,34.4,10817218,2025,9.5,15.0,Москва,Прокшино,314454
9817,Москва,2,17,3,61.5,11972697,2025,34.5,17.8,Москва,Бунинская аллея,194678
9819,Москва,2,9,3,57.0,12441162,2025,32.5,15.2,Москва,Бунинская аллея,218266
9820,Москва,2,43,4,94.3,52930873,2025,46.2,8.0,Хорошево-Мневники,Звенигородская,561303
9821,Москва,4,7,4,107.3,53102770,2027,69.5,6.6,Котловка,Профсоюзная,494900
9822,Москва,1,15,4,191.9,53140000,2027,48.2,36.4,Нижегородский,Нижегородская,276915
9823,Москва,48,50,4,123.1,55124180,2027,40.2,42.1,Раменки,Мичуринский проспект,447800
9825,Москва,5,14,1,30.0,8990000,2023,22.0,8.0,Можайский,Сетунь,299666
9827,Москва,17,23,1,21.0,8900000,2024,14.0,7.0,Южное Бутово,Бунинская аллея,423809
9829,Москва,26,31,1,23.0,9000000,2023,18.0,5.0,Нижегородский,Нижегородская,391304
9832,Москва,15,25,1,28.7,9000000,2024,18.7,5.0,Лианозово,Лианозово,313588
9833,Москва,26,30,1,23.0,9000000,2023,15.0,3.0,Нижегородский,Нижегородская,391304
9834,Москва,8,33,1,20.0,9000000,2023,10.0,5.0,Чертаново Южное,Красный Строитель,450000
9838,Москва,20,24,1,25.0,9000000,2017,20.0,5.0,Москва,Новомосковская,360000
9841,Москва,25,25,1,25.2,9100000,2020,10.6,6.3,Москва,Саларьево,361111
9842,Москва,4,25,1,25.1,9100000,2021,20.1,3.0,Люблино,Перерва,362549
9843,Москва,10,16,1,27.0,9100000,2019,16.5,4.0,Москва,Новомосковская,337037
9846,Москва,5,14,1,31.0,9190000,2023,21.0,7.0,Можайский,Сетунь,296451
9849,Москва,2,17,1,25.0,9200000,2014,15.0,5.0,Рязанский,Рязанский проспект,368000
9852,Москва,9,14,1,27.0,9200000,2022,16.0,5.0,Москва,Потапово,340740
9853,Москва,23,24,1,21.6,9200000,2022,15.0,5.0,Текстильщики,Текстильщики,425925
9854,Москва,13,21,1,41.0,9300000,2009,29.0,12.0,Москва,Троицк,226829
9855,Москва,17,24,1,21.3,9300000,2021,13.3,3.0,Отрадное,Отрадное,436619
9858,Москва,17,26,1,23.3,9300000,2021,16.9,3.2,Западное Дегунино,Верхние Лихоборы,399141
9859,Москва,10,26,1,19.6,9250000,2020,9.6,5.4,Москва,Саларьево,471938
9862,Москва,17,25,1,20.1,9400000,2023,8.0,5.7,Нижегородский,Нижегородская,467661
9865,Москва,9,33,1,20.0,9500000,2023,10.0,5.0,Чертаново Южное,Красный Строитель,475000
9866,Москва,3,25,1,19.6,9500000,2022,14.0,2.0,Кунцево,Павшино,484693
9867,Москва,8,9,1,34.5,9500000,2017,20.0,9.0,Москва,Потапово,275362
9869,Москва,3,33,1,19.8,9450000,2023,10.8,9.0,Отрадное,Владыкино,477272
9871,Москва,9,14,3,89.71,12827225,2025,51.0,6.0,Москва,Щербинка,142985
9872,Москва,3,10,3,66.5,13167629,2026,35.3,13.2,Москва,Толстопальцево,198009
9873,Москва,12,14,2,51.8,10903000,2026,23.6,12.8,Москва,Кедровая,210482
